2018-09-12 , 07:57:51.994 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Lca&fq=created_at_ds:[2018\-09\-11T07\:57\:51Z+TO+2018\-09\-12T07\:57\:51Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 1
2018-09-13 , 06:39:18.084 , alert , {q=*:*&group.sort=updated_at_ds+desc&group.limit=2000&start=0&fq=type:AlertSubscription&fq=user_id_ls:22206&fq=delivery_frequency_ss:(daily+OR+weekly+OR+hourly)&rows=30&group.ngroups=true&wt=ruby&group.field=alert_subscription_type_name_ss&group=true} , 0 , 0 , 20
2018-09-13 , 06:39:18.900 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Lit&fq=created_at_ds:[2018\-09\-12T06\:39\:18Z+TO+2018\-09\-13T06\:39\:18Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 4
2018-09-13 , 06:39:19.723 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Ptab&fq=created_at_ds:[2018\-09\-12T06\:39\:18Z+TO+2018\-09\-13T06\:39\:18Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 20
2018-09-13 , 20:16:51.386 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Itc&fq=created_at_ds:[2018\-09\-12T20\:16\:50Z+TO+2018\-09\-13T20\:16\:50Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 2
2018-09-13 , 20:16:54.321 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Lit&fq=created_at_ds:[2018\-09\-12T20\:16\:53Z+TO+2018\-09\-13T20\:16\:53Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 1
2018-09-13 , 20:16:56.092 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Patent&fq=created_at_ds:[2018\-09\-12T20\:16\:55Z+TO+2018\-09\-13T20\:16\:55Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 39
2018-09-13 , 20:16:56.937 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Lca&fq=created_at_ds:[2018\-09\-12T20\:16\:56Z+TO+2018\-09\-13T20\:16\:56Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 3
2018-09-13 , 23:12:54.347 , alert , {q=*:*&group.sort=updated_at_ds+desc&group.limit=1&start=0&fq=type:AlertSubscription&fq=user_id_ls:22445&fq=delivery_frequency_ss:(daily+OR+weekly+OR+hourly)&rows=30&group.ngroups=true&wt=ruby&group.field=alert_subscription_type_name_ss&group=true} , 0 , 0 , 150
2018-09-13 , 23:12:55.137 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Patent&fq=created_at_ds:[2018\-09\-12T23\:12\:54Z+TO+2018\-09\-13T23\:12\:54Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22445)&rows=99999&wt=ruby} , 0 , 0 , 630
2018-09-13 , 23:23:48.311 , alert , {q=*:*&start=0&fq=type:AlertSubscription&fq=user_id_ls:22206&fq=delivery_frequency_ss:(daily+OR+weekly+OR+hourly)&fq={!join+from%3Dobjects_event_id_sms+to%3Dobject_and_events_id_sms}created_at_ds:["2018-09-12T16:23:39Z"+TO+"2018-09-13T16:23:39Z"]&rows=99999&wt=ruby} , 0 , 0 , 8557
2018-09-13 , 23:23:49.255 , alert , {q=*:*&group.sort=updated_at_ds+desc&group.limit=2000&start=0&fq=type:AlertSubscription&fq=user_id_ls:22206&fq=delivery_frequency_ss:(daily+OR+weekly+OR+hourly)&rows=30&group.ngroups=true&wt=ruby&group.field=alert_subscription_type_name_ss&group=true} , 0 , 0 , 158
2018-09-13 , 23:23:49.725 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Lit&fq=created_at_ds:[2018\-09\-12T23\:23\:49Z+TO+2018\-09\-13T23\:23\:49Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 301
2018-09-13 , 23:23:50.289 , alert , {q=*:*&start=0&fq=type:AlertEvent&fq=event_object_type_ss:Lca&fq=created_at_ds:[2018\-09\-12T23\:23\:50Z+TO+2018\-09\-13T23\:23\:50Z]&fq=-is_stale_event_bs:true&fq={!join+from%3Dobject_and_events_id_sms+to%3Dobjects_event_id_sms}(delivery_frequency_ss:(daily+OR+weekly+OR+hourly)+AND+user_id_ls:22206)&rows=99999&wt=ruby} , 0 , 0 , 1
